No	Mchn	EnNo		Name		Mode	IOMd	DateTime	
000001	1	000000003	kai root        	1	0	2018/12/16  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/16  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/16  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/16  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/16  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/16  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/16  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/16  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/17  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/17  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/17  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/17  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/17  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/17  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/17  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/17  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/18  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/18  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/18  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/18  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/18  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/18  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/18  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/18  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/19  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/19  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/19  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/19  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/19  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/19  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/19  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/19  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/20  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/20  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/20  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/20  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/20  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/20  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/20  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/20  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/21  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/21  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/21  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/21  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/21  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/21  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/21  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/21  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/22  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/22  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/22  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/22  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/22  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/22  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/22  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/22  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/23  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/23  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/23  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/23  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/23  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/23  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/23  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/23  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/24  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/24  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/24  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/24  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/24  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/24  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/24  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/24  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/25  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/25  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/25  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/25  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/25  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/25  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/25  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/25  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/26  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/26  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/26  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/26  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/26  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/26  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/26  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/26  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/27  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/27  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/27  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/27  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/27  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/27  13:10:00
000001	1	000000003	kai root        	1	0	2018/12/27  18:00:00
000001	1	000000009	kai root        	1	0	2018/12/27  18:00:00
000001	1	000000003	kai root        	1	0	2018/12/28  07:00:00
000001	1	000000009	kai root        	1	0	2018/12/28  08:00:00
000001	1	000000003	kai root        	1	0	2018/12/28  12:00:00
000001	1	000000009	kai root        	1	0	2018/12/28  12:00:00
000001	1	000000003	kai root        	1	0	2018/12/28  13:00:00
000001	1	000000009	kai root        	1	0	2018/12/28  13:10:00
